[27May2026 11:28:30.401] [main/INFO] [cpw.mods.modlauncher.Launcher/MODLAUNCHER]: ModLauncher running: args [--username, Red_Fog, --version, 1.21.1, --gameDir, C:/Users/grant/AppData/Roaming/PrismLauncher/instances/Journey High Tides/minecraft, --assetsDir, C:/Users/grant/AppData/Roaming/PrismLauncher/assets, --assetIndex, 17, --uuid, 246ce462051b443699b3d8f08edb935d, --accessToken, ❄❄❄❄❄❄❄❄, --userType, msa, --versionType, release, --fml.neoForgeVersion, 21.1.225, --fml.fmlVersion, 4.0.42, --fml.mcVersion, 1.21.1, --fml.neoFormVersion, 20240808.144430, --launchTarget, forgeclient, --width, 854, --height, 480]
[27May2026 11:28:30.406] [main/INFO] [cpw.mods.modlauncher.Launcher/MODLAUNCHER]: JVM identified as Microsoft OpenJDK 64-Bit Server VM 21.0.7+6-LTS
[27May2026 11:28:30.407] [main/INFO] [cpw.mods.modlauncher.Launcher/MODLAUNCHER]: ModLauncher 11.0.5+main.901c6ea8 starting: java version 21.0.7 by Microsoft; OS Windows 11 arch amd64 version 10.0
[27May2026 11:28:31.622] [main/INFO] [net.neoforged.fml.loading.ImmediateWindowHandler/]: Loading ImmediateWindowProvider fmlearlywindow
[27May2026 11:28:31.715] [main/INFO] [EARLYDISPLAY/]: Trying GL version 4.6
[27May2026 11:28:32.010] [main/INFO] [EARLYDISPLAY/]: Requested GL version 4.6 got version 4.6
[27May2026 11:28:32.146] [main/WARN] [CrashAssistantJarInJarHelper/]: Stream injection failed; legacy loggers may retain blocking behavior.
[27May2026 11:28:32.148] [main/INFO] [CrashAssistantJarInJarHelper/]: Launching CrashAssistantApp (CrashAssistant-neoforge-1.20.6-1.21.4-1.11.8.jar)
[27May2026 11:28:32.416] [pool-2-thread-1/INFO] [EARLYDISPLAY/]: GL info: NVIDIA GeForce RTX 3080/PCIe/SSE2 GL version 4.6.0 NVIDIA 596.49, NVIDIA Corporation
[27May2026 11:28:36.995] [main/INFO] [net.neoforged.fml.loading.moddiscovery.ModDiscoverer/SCAN]: Found mod file "TRender-1.0.12-1.21.1-neoforge-SNAPSHOT.jar" [parent: entityculling-neoforge-1.10.1-mc1.21.1.jar, locator: jarinjar, reader: mod manifest]
[27May2026 11:28:36.995] [main/INFO] [net.neoforged.fml.loading.moddiscovery.ModDiscoverer/SCAN]: Found mod file "fabric-rendering-v1-5.0.5+077ba95f19.jar" [parent: forgified-fabric-api-0.115.6+2.1.0+1.21.1.jar, locator: jarinjar, reader: mod manifest]
[27May2026 11:28:36.995] [main/INFO] [net.neoforged.fml.loading.moddiscovery.ModDiscoverer/SCAN]: Found library file "jackson-core-2.18.1.jar" [parent: groovybundler-2.1.7.jar, locator: jarinjar, reader: mod manifest]
[27May2026 11:28:36.995] [main/INFO] [net.neoforged.fml.loading.moddiscovery.ModDiscoverer/SCAN]: Found mod file "fabric-renderer-indigo-1.7.0+4198af7119.jar" [parent: forgified-fabric-api-0.115.6+2.1.0+1.21.1.jar, locator: jarinjar, reader: mod manifest]
[27May2026 11:28:36.995] [main/INFO] [net.neoforged.fml.loading.moddiscovery.ModDiscoverer/SCAN]: Found library file "groovy-contracts-4.0.24.jar" [parent: groovybundler-2.1.7.jar, locator: jarinjar, reader: mod manifest]
[27May2026 11:28:36.995] [main/INFO] [net.neoforged.fml.loading.moddiscovery.ModDiscoverer/SCAN]: Found library file "yabn-1.0.3.jar" [parent: resourcefullib-neoforge-1.21-3.0.12.jar, locator: jarinjar]
[27May2026 11:28:36.995] [main/INFO] [net.neoforged.fml.loading.moddiscovery.ModDiscoverer/SCAN]: Found library file "groovy-dateutil-4.0.24.jar" [parent: groovybundler-2.1.7.jar, locator: jarinjar, reader: mod manifest]
[27May2026 11:28:36.995] [main/INFO] [net.neoforged.fml.loading.moddiscovery.ModDiscoverer/SCAN]: Found library file "net.caffeinemc.sodium-neoforge-0.6.13+mc1.21.1-service.jar" [parent: sodium-neoforge-0.6.13+mc1.21.1.jar, locator: jarinjar, reader: mod manifest]
[27May2026 11:28:36.995] [main/INFO] [net.neoforged.fml.loading.moddiscovery.ModDiscoverer/SCAN]: Found library file "kotlinx-coroutines-jdk8-1.10.2.jar" [parent: kotlinforforge-5.11.0-all.jar, locator: jarinjar]
[27May2026 11:28:36.996] [main/INFO] [net.neoforged.fml.loading.moddiscovery.ModDiscoverer/SCAN]: Found mod file "c2me-rewrites-chunk-system-mc1.21.1-0.3.0+alpha.0.91.jar" [parent: c2me-neoforge-mc1.21.1-0.3.0+alpha.0.91.jar, locator: jarinjar, reader: mod manifest]
[27May2026 11:28:36.996] [main/INFO] [net.neoforged.fml.loading.moddiscovery.ModDiscoverer/SCAN]: Found library file "imgui-java-natives-windows-1.88.0.jar" [parent: veil-neoforge-1.21.1-3.6.2.jar, locator: jarinjar]
[27May2026 11:28:36.996] [main/INFO] [net.neoforged.fml.loading.moddiscovery.ModDiscoverer/SCAN]: Found library file "jackson-dataformat-toml-2.18.1.jar" [parent: groovybundler-2.1.7.jar, locator: jarinjar, reader: mod manifest]
[27May2026 11:28:36.996] [main/INFO] [net.neoforged.fml.loading.moddiscovery.ModDiscoverer/SCAN]: Found library file "rxjava-3.1.12.jar" [parent: c2me-neoforge-mc1.21.1-0.3.0+alpha.0.91.jar, locator: jarinjar]
[27May2026 11:28:36.996] [main/INFO] [net.neoforged.fml.loading.moddiscovery.ModDiscoverer/SCAN]: Found library file "groovy-typecheckers-4.0.24.jar" [parent: groovybundler-2.1.7.jar, locator: jarinjar, reader: mod manifest]
[27May2026 11:28:36.996] [main/INFO] [net.neoforged.fml.loading.moddiscovery.ModDiscoverer/SCAN]: Found library file "molang-compiler-3.1.1.19.jar" [parent: veil-neoforge-1.21.1-4.0.0.jar, locator: jarinjar]
[27May2026 11:28:36.996] [main/INFO] [net.neoforged.fml.loading.moddiscovery.ModDiscoverer/SCAN]: Found library file "groovy-4.0.24.jar" [parent: groovybundler-2.1.7.jar, locator: jarinjar, reader: mod manifest]
[27May2026 11:28:36.996] [main/INFO] [net.neoforged.fml.loading.moddiscovery.ModDiscoverer/SCAN]: Found library file "groovy-toml-4.0.24.jar" [parent: groovybundler-2.1.7.jar, locator: jarinjar, reader: mod manifest]
[27May2026 11:28:36.996] [main/INFO] [net.neoforged.fml.loading.moddiscovery.ModDiscoverer/SCAN]: Found mod file "fabric-particles-v1-4.0.2+824f924c19.jar" [parent: forgified-fabric-api-0.115.6+2.1.0+1.21.1.jar, locator: jarinjar, reader: mod manifest]
[27May2026 11:28:36.996] [main/INFO] [net.neoforged.fml.loading.moddiscovery.ModDiscoverer/SCAN]: Found library file "animated-gif-lib-for-java-animated-gif-lib-1.7.jar" [parent: kubejs-neoforge-2101.7.2-build.368.jar, locator: jarinjar]
[27May2026 11:28:36.996] [main/INFO] [net.neoforged.fml.loading.moddiscovery.ModDiscoverer/SCAN]: Found mod file "c2me-opts-worldgen-vanilla-mc1.21.1-0.3.0+alpha.0.91.jar" [parent: c2me-neoforge-mc1.21.1-0.3.0+alpha.0.91.jar, locator: jarinjar, reader: mod manifest]
[27May2026 11:28:36.996] [main/INFO] [net.neoforged.fml.loading.moddiscovery.ModDiscoverer/SCAN]: Found library file "common-image-3.12.0.jar" [parent: yet_another_config_lib_v3-3.8.2+1.21.1-neoforge.jar, locator: jarinjar]
[27May2026 11:28:36.996] [main/INFO] [net.neoforged.fml.loading.moddiscovery.ModDiscoverer/SCAN]: Found mod file "c2me-opts-scheduling-mc1.21.1-0.3.0+alpha.0.91.jar" [parent: c2me-neoforge-mc1.21.1-0.3.0+alpha.0.91.jar, locator: jarinjar, reader: mod manifest]
[27May2026 11:28:36.996] [main/INFO] [net.neoforged.fml.loading.moddiscovery.ModDiscoverer/SCAN]: Found mod file "fabric-transitive-access-wideners-v1-6.2.0+6c854b6f19.jar" [parent: forgified-fabric-api-0.115.6+2.1.0+1.21.1.jar, locator: jarinjar, reader: mod manifest]
[27May2026 11:28:36.996] [main/INFO] [net.neoforged.fml.loading.moddiscovery.ModDiscoverer/SCAN]: Found mod file "dev.ryanhcode.offroad.offroad-neoforge-1.21.1-1.2.1.jar" [parent: create-aeronautics-bundled-1.21.1-1.2.1.jar, locator: jarinjar, reader: mod manifest]
[27May2026 11:28:36.996] [main/INFO] [net.neoforged.fml.loading.moddiscovery.ModDiscoverer/SCAN]: Found library file "jankson-1.2.3.jar" [parent: fzzy_config-0.7.6+1.21+neoforge.jar, locator: jarinjar]
[27May2026 11:28:36.996] [main/INFO] [net.neoforged.fml.loading.moddiscovery.ModDiscoverer/SCAN]: Found library file "gson-0.1.5.1.jar" [parent: owo-lib-neoforge-0.12.15.5-beta.1+1.21.jar, locator: jarinjar]
[27May2026 11:28:36.996] [main/INFO] [net.neoforged.fml.loading.moddiscovery.ModDiscoverer/SCAN]: Found mod file "fabric-api-base-0.4.42+d1308dedd1.jar" [parent: owo-lib-neoforge-0.12.15.5-beta.1+1.21.jar, locator: jarinjar, reader: mod manifest]
[27May2026 11:28:36.996] [main/INFO] [net.neoforged.fml.loading.moddiscovery.ModDiscoverer/SCAN]: Found library file "imgui-java-binding-1.88.0.jar" [parent: veil-neoforge-1.21.1-3.6.2.jar, locator: jarinjar]
[27May2026 11:28:36.996] [main/INFO] [net.neoforged.fml.loading.moddiscovery.ModDiscoverer/SCAN]: Found mod file "fabric-blockrenderlayer-v1-1.1.52+b089b4bd19.jar" [parent: forgified-fabric-api-0.115.6+2.1.0+1.21.1.jar, locator: jarinjar, reader: mod manifest]
[27May2026 11:28:36.996] [main/INFO] [net.neoforged.fml.loading.moddiscovery.ModDiscoverer/SCAN]: Found mod file "fabric-block-api-v1-1.0.22+a6e994cd19.jar" [parent: forgified-fabric-api-0.115.6+2.1.0+1.21.1.jar, locator: jarinjar, reader: mod manifest]
[27May2026 11:28:36.996] [main/INFO] [net.neoforged.fml.loading.moddiscovery.ModDiscoverer/SCAN]: Found library file "jackson-databind-2.18.1.jar" [parent: groovybundler-2.1.7.jar, locator: jarinjar, reader: mod manifest]
[27May2026 11:28:36.996] [main/INFO] [net.neoforged.fml.loading.moddiscovery.ModDiscoverer/SCAN]: Found mod file "c2me-server-utils-mc1.21.1-0.3.0+alpha.0.91.jar" [parent: c2me-neoforge-mc1.21.1-0.3.0+alpha.0.91.jar, locator: jarinjar, reader: mod manifest]
[27May2026 11:28:36.996] [main/INFO] [net.neoforged.fml.loading.moddiscovery.ModDiscoverer/SCAN]: Found library file "thedarkcolour.kfflang-5.11.0.jar" [parent: kotlinforforge-5.11.0-all.jar, locator: jarinjar, reader: mod manifest]
[27May2026 11:28:36.996] [main/INFO] [net.neoforged.fml.loading.moddiscovery.ModDiscoverer/SCAN]: Found mod file "spectrelib-neoforge-0.17.2+1.21.jar" [parent: comforts-neoforge-9.0.5+1.21.1.jar, locator: jarinjar, reader: mod manifest]
[27May2026 11:28:36.996] [main/INFO] [net.neoforged.fml.loading.moddiscovery.ModDiscoverer/SCAN]: Found gamelibrary file "thedarkcolour.kfflib-5.11.0.jar" [parent: kotlinforforge-5.11.0-all.jar, locator: jarinjar, reader: mod manifest]
[27May2026 11:28:36.996] [main/INFO] [net.neoforged.fml.loading.moddiscovery.ModDiscoverer/SCAN]: Found mod file "fabric-resource-conditions-api-v1-4.3.0+5bdd099819.jar" [parent: forgified-fabric-api-0.115.6+2.1.0+1.21.1.jar, locator: jarinjar, reader: mod manifest]
[27May2026 11:28:36.996] [main/INFO] [net.neoforged.fml.loading.moddiscovery.ModDiscoverer/SCAN]: Found library file "luaj-jse-3.0.8-figura.jar" [parent: figura-0.1.5+1.21.1-neoforge-patched.jar, locator: jarinjar]
[27May2026 11:28:36.996] [main/INFO] [net.neoforged.fml.loading.moddiscovery.ModDiscoverer/SCAN]: Found library file "javaparser-symbol-solver-core-3.24.8.jar" [parent: ProbeJS-8.0.1.jar, locator: jarinjar]
[27May2026 11:28:36.996] [main/INFO] [net.neoforged.fml.loading.moddiscovery.ModDiscoverer/SCAN]: Found mod file "thedarkcolour.kffmod-5.11.0.jar" [parent: kotlinforforge-5.11.0-all.jar, locator: jarinjar, reader: mod manifest]
[27May2026 11:28:36.996] [main/INFO] [net.neoforged.fml.loading.moddiscovery.ModDiscoverer/SCAN]: Found library file "gson-0.3.1.jar" [parent: configurable-3.4.0+1.21.1-neoforge.jar, locator: jarinjar]
[27May2026 11:28:36.997] [main/INFO] [net.neoforged.fml.loading.moddiscovery.ModDiscoverer/SCAN]: Found library file "kotlin-reflect-2.3.0.jar" [parent: kotlinforforge-5.11.0-all.jar, locator: jarinjar]
[27May2026 11:28:36.997] [main/INFO] [net.neoforged.fml.loading.moddiscovery.ModDiscoverer/SCAN]: Found mod file "sable-companion-common-1.21.1-1.6.0.jar" [parent: sable-neoforge-1.21.1-1.2.1.jar, locator: jarinjar, reader: mod manifest]
[27May2026 11:28:36.997] [main/INFO] [net.neoforged.fml.loading.moddiscovery.ModDiscoverer/SCAN]: Found mod file "flywheel-neoforge-1.21.1-1.0.6.jar" [parent: create-1.21.1-6.0.10.jar, locator: jarinjar, reader: mod manifest]
[27May2026 11:28:36.997] [main/INFO] [net.neoforged.fml.loading.moddiscovery.ModDiscoverer/SCAN]: Found mod file "fabric-item-group-api-v1-4.1.7+e324903319.jar" [parent: forgified-fabric-api-0.115.6+2.1.0+1.21.1.jar, locator: jarinjar, reader: mod manifest]
[27May2026 11:28:36.997] [main/INFO] [net.neoforged.fml.loading.moddiscovery.ModDiscoverer/SCAN]: Found library file "opensesame-core-0.5.13.jar" [parent: groovybundler-2.1.7.jar, locator: jarinjar, reader: mod manifest]
[27May2026 11:28:36.997] [main/INFO] [net.neoforged.fml.loading.moddiscovery.ModDiscoverer/SCAN]: Found mod file "fabric-gametest-api-v1-2.0.5+29f188ce19.jar" [parent: forgified-fabric-api-0.115.6+2.1.0+1.21.1.jar, locator: jarinjar, reader: mod manifest]
[27May2026 11:28:36.997] [main/INFO] [net.neoforged.fml.loading.moddiscovery.ModDiscoverer/SCAN]: Found library file "groovy-datetime-4.0.24.jar" [parent: groovybundler-2.1.7.jar, locator: jarinjar, reader: mod manifest]
[27May2026 11:28:36.997] [main/INFO] [net.neoforged.fml.loading.moddiscovery.ModDiscoverer/SCAN]: Found mod file "c2me-notickvd-mc1.21.1-0.3.0+alpha.0.91.jar" [parent: c2me-neoforge-mc1.21.1-0.3.0+alpha.0.91.jar, locator: jarinjar, reader: mod manifest]
[27May2026 11:28:36.997] [main/INFO] [net.neoforged.fml.loading.moddiscovery.ModDiscoverer/SCAN]: Found library file "glsl-transformer-2.0.1.jar" [parent: iris-neoforge-1.8.12+mc1.21.1.jar, locator: jarinjar]
[27May2026 11:28:36.997] [main/INFO] [net.neoforged.fml.loading.moddiscovery.ModDiscoverer/SCAN]: Found mod file "l2core-3.0.8+8.jar" [parent: apothic_cataclysm-1.2.0.jar, locator: jarinjar, reader: mod manifest]
[27May2026 11:28:36.997] [main/INFO] [net.neoforged.fml.loading.moddiscovery.ModDiscoverer/SCAN]: Found mod file "fabric-biome-api-v1-13.0.31+1e62d33c19.jar" [parent: forgified-fabric-api-0.115.6+2.1.0+1.21.1.jar, locator: jarinjar, reader: mod manifest]
[27May2026 11:28:36.997] [main/INFO] [net.neoforged.fml.loading.moddiscovery.ModDiscoverer/SCAN]: Found mod file "mob_weapon_api-3.0.2.jar" [parent: apothic_cataclysm-1.2.0.jar, locator: jarinjar, reader: mod manifest]
[27May2026 11:28:36.997] [main/INFO] [net.neoforged.fml.loading.moddiscovery.ModDiscoverer/SCAN]: Found mod file "c2me-opts-worldgen-general-mc1.21.1-0.3.0+alpha.0.91.jar" [parent: c2me-neoforge-mc1.21.1-0.3.0+alpha.0.91.jar, locator: jarinjar, reader: mod manifest]
[27May2026 11:28:36.997] [main/INFO] [net.neoforged.fml.loading.moddiscovery.ModDiscoverer/SCAN]: Found mod file "c2me-opts-chunkio-mc1.21.1-0.3.0+alpha.0.91.jar" [parent: c2me-neoforge-mc1.21.1-0.3.0+alpha.0.91.jar, locator: jarinjar, reader: mod manifest]
[27May2026 11:28:36.997] [main/INFO] [net.neoforged.fml.loading.moddiscovery.ModDiscoverer/SCAN]: Found library file "groovy-macro-library-4.0.24.jar" [parent: groovybundler-2.1.7.jar, locator: jarinjar, reader: mod manifest]
[27May2026 11:28:36.997] [main/INFO] [net.neoforged.fml.loading.moddiscovery.ModDiscoverer/SCAN]: Found library file "json-0.3.1.jar" [parent: configurable-3.4.0+1.21.1-neoforge.jar, locator: jarinjar]
[27May2026 11:28:36.997] [main/INFO] [net.neoforged.fml.loading.moddiscovery.ModDiscoverer/SCAN]: Found mod file "fabric-registry-sync-v0-5.2.0+867470b919.jar" [parent: forgified-fabric-api-0.115.6+2.1.0+1.21.1.jar, locator: jarinjar, reader: mod manifest]
[27May2026 11:28:36.997] [main/INFO] [net.neoforged.fml.loading.moddiscovery.ModDiscoverer/SCAN]: Found mod file "better-advanced-tooltips-2101.1.0-build.1.jar" [parent: kubejs-neoforge-2101.7.2-build.368.jar, locator: jarinjar, reader: mod manifest]
[27May2026 11:28:36.997] [main/INFO] [net.neoforged.fml.loading.moddiscovery.ModDiscoverer/SCAN]: Found mod file "fabric-recipe-api-v1-5.0.14+59440bcc19.jar" [parent: forgified-fabric-api-0.115.6+2.1.0+1.21.1.jar, locator: jarinjar, reader: mod manifest]
[27May2026 11:28:36.997] [main/INFO] [net.neoforged.fml.loading.moddiscovery.ModDiscoverer/SCAN]: Found mod file "fabric-object-builder-api-v1-15.2.1+cc242efd19.jar" [parent: forgified-fabric-api-0.115.6+2.1.0+1.21.1.jar, locator: jarinjar, reader: mod manifest]
[27May2026 11:28:36.997] [main/INFO] [net.neoforged.fml.loading.moddiscovery.ModDiscoverer/SCAN]: Found library file "Reflect-1.6.1+curseforge.jar" [parent: ImmediatelyFast-NeoForge-1.6.10+1.21.1.jar, locator: jarinjar]
[27May2026 11:28:36.997] [main/INFO] [net.neoforged.fml.loading.moddiscovery.ModDiscoverer/SCAN]: Found library file "groovy-nio-4.0.24.jar" [parent: groovybundler-2.1.7.jar, locator: jarinjar, reader: mod manifest]
[27May2026 11:28:36.997] [main/INFO] [net.neoforged.fml.loading.moddiscovery.ModDiscoverer/SCAN]: Found mod file "fabric-sound-api-v1-1.0.23+10b84f8419.jar" [parent: forgified-fabric-api-0.115.6+2.1.0+1.21.1.jar, locator: jarinjar, reader: mod manifest]
[27May2026 11:28:36.997] [main/INFO] [net.neoforged.fml.loading.moddiscovery.ModDiscoverer/SCAN]: Found library file "groovy-xml-4.0.24.jar" [parent: groovybundler-2.1.7.jar, locator: jarinjar, reader: mod manifest]
[27May2026 11:28:36.997] [main/INFO] [net.neoforged.fml.loading.moddiscovery.ModDiscoverer/SCAN]: Found mod file "fabric-message-api-v1-6.0.13+e053909619.jar" [parent: forgified-fabric-api-0.115.6+2.1.0+1.21.1.jar, locator: jarinjar, reader: mod manifest]
[27May2026 11:28:36.998] [main/INFO] [net.neoforged.fml.loading.moddiscovery.ModDiscoverer/SCAN]: Found mod file "expandability-neoforge-12.0.0.jar" [parent: artifacts-neoforge-13.2.1.jar, locator: jarinjar, reader: mod manifest]
[27May2026 11:28:36.998] [main/INFO] [net.neoforged.fml.loading.moddiscovery.ModDiscoverer/SCAN]: Found library file "tiny-java-server-1.0.0-build.33.jar" [parent: kubejs-neoforge-2101.7.2-build.368.jar, locator: jarinjar]
[27May2026 11:28:36.998] [main/INFO] [net.neoforged.fml.loading.moddiscovery.ModDiscoverer/SCAN]: Found library file "common-lang-3.12.0.jar" [parent: yet_another_config_lib_v3-3.8.2+1.21.1-neoforge.jar, locator: jarinjar]
[27May2026 11:28:36.998] [main/INFO] [net.neoforged.fml.loading.moddiscovery.ModDiscoverer/SCAN]: Found mod file "fabric-data-generation-api-v1-20.2.28+2d91a6db19.jar" [parent: forgified-fabric-api-0.115.6+2.1.0+1.21.1.jar, locator: jarinjar, reader: mod manifest]
[27May2026 11:28:36.998] [main/INFO] [net.neoforged.fml.loading.moddiscovery.ModDiscoverer/SCAN]: Found mod file "fabric-events-interaction-v0-0.7.13+7b71cc1619.jar" [parent: forgified-fabric-api-0.115.6+2.1.0+1.21.1.jar, locator: jarinjar, reader: mod manifest]
[27May2026 11:28:37.004] [main/INFO] [net.neoforged.fml.loading.moddiscovery.ModDiscoverer/]: 
     Mod List:
		Name Version (Mod Id)

		[Let's Do] API 1.3.0-beta-release (doapi)
		[Let's Do] Meadow 1.4.8 (meadow)
		[Let's Do] Vinery 1.5.3 (vinery)
		Accessories 1.1.0-beta.48+1.21.1 (accessories)
		Additional Entity Attributes 2.0.2+1.21.1 (additionalentityattributes)
		Advanced Netherite 2.3.1 (advancednetherite)
		Advancement Plaques 1.6.8 (advancementplaques)
		Aether: Basic Ores 1.0.0 (aether_ores)
		AI-Improvements 0.5.3 (aiimprovements)
		All The Leaks 1.1.8+1.21.1-neoforge (alltheleaks)
		Almost Unified Immersive Engineering 1.21.1-1.0.1 (almostunified_ie)
		AlmostUnified 1.21.1-1.4.1 (almostunified)
		Ancient Reforging 1.8.4 (ancientreforging)
		AnvilCore 10.1 (anvilcore)
		Apotheosis 8.5.2 (apotheosis)
		Apothic Attributes 2.9.1 (apothic_attributes)
		Apothic Cataclysm 1.2.0 (apothic_cataclysm)
		Apothic Combat 1.2.1 (apothiccombat)
		Apothic Enchanting 1.5.2 (apothic_enchanting)
		Apothic Materials 1.0.0 (apothic_materials)
		Apothic Spawners 1.3.4 (apothic_spawners)
		AppleSkin 3.0.9+mc1.21 (appleskin)
		Aquaculture 2 2.7.21 (aquaculture)
		Aquaculture Delight 1.2.0 (aquaculturedelight)
		Architectury 13.0.8 (architectury)
		Armor of the Ages 1.5.7 (armoroftheages)
		Armor Set Bonuses 21.14.0 (spacecatasb)
		Arrowhead 2.1.0+1.21.1-neoforge (arrowhead)
		Artifacts 13.2.1 (artifacts)
		atistructures 1.4.0 (atistructures)
		Atlas API 1.21.1-1.2.0 (atlas_api)
		AttributeFix 21.1.3 (attributefix)
		AzureLib 3.1.8 (azurelib)
		Backported 1.2.0 (backported)
		Bad Wither No Cookie Reloaded 3.20.4 (bwncr)
		Balm 21.0.56 (balm)
		BBL Core 1.3.20 (bblcore)
		BEER 1.4.1 (beer)
		Better Advanced Tooltips 2101.1.0-build.1 (betteradvancedtooltips)
		Better Archeology 1.21.1-1.3.4 (betterarcheology)
		Better Clouds 1.7.20-alpha+1.21.1-neoforge.rev.4c611d9 (betterclouds)
		Better Combat 2.3.2+1.21.1 (bettercombat)
		Better Furnaces Reforged 1.1.2518.1 (betterfurnacesreforged)
		Better Ping Display 1.1 (betterpingdisplay)
		Biolith 3.0.10 (biolith)
		Blueprint 8.0.8 (blueprint)
		Bookshelf 21.1.81 (bookshelf)
		BotanyPots 21.1.41 (botanypots)
		BotanyPots-Mystical 21.1.11 (botanypotsmystical)
		BotanyTrees 21.1.3 (botanytrees)
		Brandon's Core 3.2.1.309 (brandonscore)
		Caelus API 7.0.1+1.21.1 (caelus)
		Chloride 1.7.5 (chloride)
		Chococraft 4 0.11.12 (chococraft)
		Citadel 2.7.0 (citadel)
		Cloth Config v15 API 15.0.140 (cloth_config)
		Clumps 19.0.0.1 (clumps)
		CodeChicken Lib 4.6.1.526 (codechickenlib)
		Collective 8.22 (collective)
		Comforts 9.0.5+1.21.1 (comforts)
		Common Networking 1.0.21-1.21.1 (commonnetworking)
		CommonGroovyLibrary 0.5.1 (commongroovylibrary)
		Concurrent Chunk Management Engine 0.3.0+alpha.0.91+1.21.1 (c2me)
		Concurrent Chunk Management Engine (Base) 0.3.0+alpha.0.91+1.21.1 (c2me_base)
		Concurrent Chunk Management Engine (Client/Uncap View Distance) 0.3.0+alpha.0.91+1.21.1 (c2me_client_uncapvd)
		Concurrent Chunk Management Engine (Fixes/Chunk IO/Threading Issues) 0.3.0+alpha.0.91+1.21.1 (c2me_fixes_chunkio_threading_issues)
		Concurrent Chunk Management Engine (Fixes/General/Threading Issues) 0.3.0+alpha.0.91+1.21.1 (c2me_fixes_general_threading_issues)
		Concurrent Chunk Management Engine (Fixes/WorldGen/Threading Issues) 0.3.0+alpha.0.91+1.21.1 (c2me_fixes_worldgen_threading_issues)
		Concurrent Chunk Management Engine (Fixes/WorldGen/Vanilla Bugs) 0.3.0+alpha.0.91+1.21.1 (c2me_fixes_worldgen_vanilla_bugs)
		Concurrent Chunk Management Engine (No Tick View Distance) 0.3.0+alpha.0.91+1.21.1 (c2me_notickvd)
		Concurrent Chunk Management Engine (Optimizations/Chunk IO) 0.3.0+alpha.0.91+1.21.1 (c2me_opts_chunkio)
		Concurrent Chunk Management Engine (Optimizations/Density Function Compiler) 0.3.0+alpha.0.91+1.21.1 (c2me_opts_dfc)
		Concurrent Chunk Management Engine (Optimizations/General WorldGen) 0.3.0+alpha.0.91+1.21.1 (c2me_opts_worldgen_general)
		Concurrent Chunk Management Engine (Optimizations/Math) 0.3.0+alpha.0.91+1.21.1 (c2me_opts_math)
		Concurrent Chunk Management Engine (Optimizations/Memory Allocations) 0.3.0+alpha.0.91+1.21.1 (c2me_opts_allocs)
		Concurrent Chunk Management Engine (Optimizations/Natives Math) 0.3.0+alpha.0.91+1.21.1 (c2me_opts_natives_math)
		Concurrent Chunk Management Engine (Optimizations/Scheduling) 0.3.0+alpha.0.91+1.21.1 (c2me_opts_scheduling)
		Concurrent Chunk Management Engine (Optimizations/Vanilla WorldGen) 0.3.0+alpha.0.91+1.21.1 (c2me_opts_worldgen_vanilla)
		Concurrent Chunk Management Engine (Rewrites/Chunk IO) 0.3.0+alpha.0.91+1.21.1 (c2me_rewrites_chunkio)
		Concurrent Chunk Management Engine (Rewrites/Chunk Serializer) 0.3.0+alpha.0.91+1.21.1 (c2me_rewrites_chunk_serializer)
		Concurrent Chunk Management Engine (Rewrites/Chunk System) 0.3.0+alpha.0.91+1.21.1 (c2me_rewrites_chunk_system)
		Concurrent Chunk Management Engine (Server Utils) 0.3.0+alpha.0.91+1.21.1 (c2me_server_utils)
		Concurrent Chunk Management Engine (Threading/Lighting) 0.3.0+alpha.0.91+1.21.1 (c2me_threading_lighting)
		conditional mixin 0.6.4 (conditional_mixin)
		Configurable 3.4.0 (configurable)
		Configured 2.6.3 (configured)
		Connectivity Mod 7.6 (connectivity)
		Continents 1.1.13 (continents)
		Controlling 19.0.5 (controlling)
		Corail Tombstone 9.4.9 (tombstone)
		Corail Woodcutter 3.4.2 (corail_woodcutter)
		CorgiLib 5.0.0.9 (corgilib)
		Crash Assistant 1.11.8 (crash_assistant)
		Create 6.0.10 (create)
		Create Aeronautics 1.2.1 (aeronautics_bundled)
		Create Aeronautics 1.2.1 (aeronautics)
		Create Big Cannons 5.11.3 (createbigcannons)
		Create Crafts & Additions 1.5.11 (createaddition)
		Create Deco 2.1.3 (createdeco)
		Create Diesel Generators 1.21.1-1.3.11 (createdieselgenerators)
		Create Dynamic Light 2.0.1 (createdynlight)
		Create Ender Storage 1.1.1 (createenderstorage)
		Create Goggles 6.1.1 (creategoggles)
		Create Offroad 1.2.1 (offroad)
		Create Simulated 1.2.1 (simulated)
		Create Stuff 'N Additions 2.1.0. (create_sa)
		Create: Addon Compatibility 1.0.0 (createaddoncompatibility)
		Create: Blazing Hot 0.7.4+neoforge-mc1.21.1 (blazinghot)
		Create: Compatible Storage 2.11.0-neoforge (create_compatible_storage)
		Create: Connected 1.1.13-mc1.21.1 (create_connected)
		Create: Copycats+ 3.0.4+mc.1.21.1-neoforge (copycats)
		Create: Dragons Plus 1.10.0b (create_dragons_plus)
		Create: Enchantment Industry 2.3.1 (create_enchantment_industry)
		Create: Fishery Industry 5.1.0 (createfisheryindustry)
		Create: Occult Engineering 0.12.3 (occultengineering)
